"","2","3","5","10"
"accuracy",0.943172383842674,0.934310731546825,0.954029189191728,0.965349141599142
"precision",0.932477253928867,0.926090478722058,0.946391941391941,0.954246031746032
"recall",0.923203742044322,0.909290829569467,0.938996373996374,0.957420634920635
"fscore",0.92521812685348,0.913994477660539,0.939274004098566,0.949238169238169
"C",0.1,0.1,0.1,0.1
"M",2,5,3,2
